,file_name,good_exception,audio_recognition
286,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-20.wav,Exception,
287,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-21.wav,Good,3213 Harvard St
288,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-22.wav,Exception,
289,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-23.wav,Good,804 daleview
290,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-24.wav,Exception,
291,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-25.wav,Exception,
292,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-26.wav,Good,Halo 4
293,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-27.wav,Good,Aquarius over here
294,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-28.wav,Good,Airport
295,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-29.wav,Good,4626 and service
296,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-30.wav,Exception,
297,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-31.wav,Good,you're unable to find a guitar
298,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-32.wav,Exception,
299,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-33.wav,Good,87 zombie themed parlor
300,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-34.wav,Exception,
301,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-35.wav,Good,19 * 39
302,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-36.wav,Exception,
303,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-37.wav,Exception,
304,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-38.wav,Good,recorder
305,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-39.wav,Exception,
306,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-40.wav,Good,what corner of the building
307,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-41.wav,Good,21 and Hayes
308,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-42.wav,Good,phone calling AT&T 2914 732 letter v
309,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-43.wav,Good,1041
310,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-44.wav,Good,residency
311,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-45.wav,Exception,
312,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-46.wav,Exception,
313,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-47.wav,Exception,
314,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-48.wav,Exception,
315,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-49.wav,Exception,
316,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-50.wav,Exception,
317,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-51.wav,Good,third line
318,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-52.wav,Good,Network
319,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-53.wav,Exception,
320,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-54.wav,Good,ameritree
321,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-55.wav,Good,ringer service
322,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-56.wav,Exception,
323,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-57.wav,Good,smoke issuing from the vent has the much worse and now we're getting Smoke on the other side of that partition wall down the middle
324,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-58.wav,Exception,
325,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-59.wav,Good,fishing Morris County
326,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-60.wav,Good,13
327,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-61.wav,Exception,
328,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-62.wav,Good,pretty one trailer
329,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-63.wav,Exception,
330,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-64.wav,Exception,
331,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-65.wav,Good,real progress report and time is 11:02
332,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-66.wav,Good,inside the second garage door from this house there is a propane Cajun there was some units on the first floor
333,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-67.wav,Exception,
334,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-68.wav,Good,3937 39th and Lawrence Mass 116 1931 29th and Park
335,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-69.wav,Good,Carter's
336,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-70.wav,Good,39th and Park
337,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-71.wav,Exception,
338,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-72.wav,Good,coming out
339,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-73.wav,Good,1110 highlands Plaza Drive East
340,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-74.wav,Exception,
341,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-75.wav,Good,Mazda CX-7
342,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-76.wav,Good,Airport
343,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-77.wav,Good,call companies on 39th and Sheridan Park evacuation building
344,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-78.wav,Good,before you can return of service
345,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-79.wav,Exception,
346,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-80.wav,Good,FirstEnergy evacuated the building as primary
347,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-81.wav,Exception,
348,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-82.wav,Good,building 3937 Park Street at 39th and Lawrence 116 + 9.2 + 8
349,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-83.wav,Exception,
350,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-84.wav,Exception,
351,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-85.wav,Exception,
352,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-86.wav,Good,cross the road
353,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-87.wav,Exception,
354,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-88.wav,Good,804-802-0802
355,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-89.wav,Good,porterhouse
356,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-90.wav,Exception,
357,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-91.wav,Good,yes hopefully.
358,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-92.wav,Good,Whataburger
359,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-93.wav,Good,alarm
360,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-94.wav,Good,32 driver receive the message
361,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-95.wav,Exception,
362,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-96.wav,Good,accounted for ovens automatically accounted for all members of 14 are accounted for
363,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-97.wav,Good,members of Ricker exterior
364,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-98.wav,Good,immediate Moore
365,/home/ubuntu/new_audios/Neal Manahan - negative_stlouis_fire_-99.wav,Exception,
366,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-01.wav,Good,freeway 54 49.5
367,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-02.wav,Good,Chattanooga
368,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-03.wav,Good,in front of it
369,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-04.wav,Good,885 radio for information management is making the decision to put everyone out of the
370,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-05.wav,Exception,
371,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-06.wav,Exception,
372,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-07.wav,Exception,
373,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-08.wav,Good,but
374,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-09.wav,Good,"Dogwood Court, Vermont"
375,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-10.wav,Good,58050 Beechtree Court
376,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-11.wav,Good,go ahead
377,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-12.wav,Good,properly clean for everybody's concern
378,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-13.wav,Good,young James Brown
379,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-14.wav,Good,I'm in town on 8585
380,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-15.wav,Good,your band your department fan
381,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-16.wav,Exception,
382,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-17.wav,Good,"notify me if that changes the name, then we will switch over to open allergy pills on one primary one"
383,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-18.wav,Good,88888 John Cena
384,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-19.wav,Good,we're trying to get that radio
385,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-20.wav,Good,call from the earth Trading Company
386,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-21.wav,Good,Forever 21 in Yankee Candle
387,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-22.wav,Exception,
388,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-23.wav,Good,store with their Gates until I
389,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-24.wav,Good,the next day they want but I didn't see their call
390,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-25.wav,Exception,
391,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-26.wav,Exception,
392,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-27.wav,Exception,
393,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-28.wav,Good,okay thank you
394,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-29.wav,Good,bright white creme lightener over the mall parking lot going on at the very helpful
395,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-30.wav,Good,185 Adams
396,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-31.wav,Exception,
397,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-32.wav,Good,300 cars near 835 845
398,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-33.wav,Good,JCPenney's and I'm walking down
399,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-34.wav,Exception,
400,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-35.wav,Good,39243 Taco Bell
401,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-36.wav,Good,Tree of Life
402,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-37.wav,Good,Paw Patrol Hanover and Plaza
403,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-38.wav,Good,I want a trout from
404,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-39.wav,Exception,
405,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-40.wav,Exception,
406,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-41.wav,Exception,
407,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-42.wav,Good,26th Avenue
408,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-43.wav,Exception,
409,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-44.wav,Good,39
410,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-45.wav,Good,Coleman
411,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-46.wav,Exception,
412,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-47.wav,Good,39th Street parking lot
413,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-48.wav,Exception,
414,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-49.wav,Exception,
415,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-50.wav,Exception,
416,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-51.wav,Good,where are responding today
417,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-52.wav,Good,Cinemark the media area and grout park I think in direct all media route Park on bowling Boulevard
418,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-53.wav,Exception,
419,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-54.wav,Good,May 31st
420,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-55.wav,Exception,
421,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-56.wav,Good,chukar crafter Guitar Center
422,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-57.wav,Good,Marriott
423,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-58.wav,Good,call city of Bend westbound towards of Shelbyville Road Plaza in
424,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-59.wav,Good,Joann Fabrics
425,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-60.wav,Exception,
426,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-61.wav,Good,phone calls work Grant Park
427,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-62.wav,Exception,
428,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-63.wav,Exception,
429,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-64.wav,Good,just outside of arm Before Time
430,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-65.wav,Good,41 Whitney Point
431,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-66.wav,Good,auston Matthews Baytown PD radio and call this phone be the middle section still have the area next door just to the left of the mall from Taco Bell straightener break correct correction
432,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-67.wav,Good,call Western Shelbyville Road Plaza in anything still west of that everybody will be responsible for their phones great across 67th North at Sovereign group
433,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-68.wav,Exception,
434,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-69.wav,Good,just make sure they are they follow around group winner
435,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-70.wav,Good,number 43 car
436,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-71.wav,Good,groups trying to get back in the mall where to Victoria's Secret in our house area
437,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-72.wav,Exception,
438,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-73.wav,Exception,
439,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-74.wav,Good,call Page 39 what about a bus stop Cross Road
440,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-75.wav,Good,another
441,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-76.wav,Good,here is about a group of six or seven hundred LA Fitness time
442,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-77.wav,Good,21 grapefruit
443,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-78.wav,Good,Taco Bell
444,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-79.wav,Good,Chick-fil-A
445,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-80.wav,Good,pretty clear backyard Bayou Nepal
446,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_2000KidsRiot_1_-81.wav,Good,her son was outside on the porch with the guys three people were walking down the street towards Butler a car
447,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-01.wav,Exception,
448,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-02.wav,Good,operation
449,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-03.wav,Exception,
450,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-04.wav,Exception,
451,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-05.wav,Good,text animation with chemical eggs
452,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-06.wav,Good,42 units on south field support the return to 4th and accept the portion and secure the four Baptist time
453,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-07.wav,Exception,
454,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-08.wav,Good,black Lillies 50th St
455,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-09.wav,Good,turn down on the 5th Circle
456,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-10.wav,Good,4th Avenue and Oakland Avenue
457,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-11.wav,Good,call Battlefield 4 gas appointment tactical spacing
458,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-12.wav,Exception,
459,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-13.wav,Good,National Guard deers
460,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-14.wav,Good,has ever seen in my life and and and
461,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-15.wav,Good,Porsche watch shooting
462,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_G20Pittsburghprotest_1_-16.wav,Exception,
463,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-01.wav,Exception,
464,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-02.wav,Exception,
465,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-03.wav,Exception,
466,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-04.wav,Exception,
467,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-05.wav,Exception,
468,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-06.wav,Exception,
469,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-07.wav,Exception,
470,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-08.wav,Exception,
471,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-09.wav,Good,company beginning now
472,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-10.wav,Exception,
473,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-11.wav,Exception,
474,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-12.wav,Exception,
475,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-13.wav,Exception,
476,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-14.wav,Exception,
477,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-15.wav,Exception,
478,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-16.wav,Exception,
479,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-17.wav,Good,important
480,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-18.wav,Good,f99 thank you
481,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-19.wav,Exception,
482,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-20.wav,Exception,
483,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-21.wav,Exception,
484,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-22.wav,Exception,
485,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-23.wav,Exception,
486,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-24.wav,Exception,
487,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-25.wav,Exception,
488,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-26.wav,Good,University
489,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-27.wav,Exception,
490,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-28.wav,Exception,
491,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-29.wav,Good,directions to store
492,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-30.wav,Exception,
493,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-31.wav,Exception,
494,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-32.wav,Exception,
495,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-33.wav,Exception,
496,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-34.wav,Exception,
497,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-35.wav,Exception,
498,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-36.wav,Exception,
499,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-37.wav,Exception,
500,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-38.wav,Exception,
501,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-39.wav,Exception,
502,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-40.wav,Good,Animal Control
503,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-41.wav,Exception,
504,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-42.wav,Exception,
505,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-43.wav,Exception,
506,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-44.wav,Exception,
507,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-45.wav,Exception,
508,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-46.wav,Exception,
509,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-47.wav,Exception,
510,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-48.wav,Exception,
511,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-49.wav,Exception,
512,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-50.wav,Exception,
513,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-51.wav,Exception,
514,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-52.wav,Exception,
515,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-53.wav,Exception,
516,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-54.wav,Exception,
517,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-55.wav,Exception,
518,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-56.wav,Exception,
519,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-57.wav,Exception,
520,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-58.wav,Exception,
521,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-59.wav,Exception,
522,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-60.wav,Exception,
523,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-61.wav,Exception,
524,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-62.wav,Exception,
525,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_chicagopolice_1_-63.wav,Exception,
526,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-01.wav,Exception,
527,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-02.wav,Good,EMS
528,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-03.wav,Good,25
529,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-04.wav,Exception,
530,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-05.wav,Exception,
531,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-06.wav,Exception,
532,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-07.wav,Exception,
533,/home/ubuntu/new_audios/Rodolfo Flores Mendez - negative_deadlyschoolbuscrash_1_-08.wav,Exception,
